"R0000100","R0000600","R0001800","R0008800","R0009100","R0009600","R0010300","R0010400","R0010500","R0010600","R0013200","R0013400","R0015300","R0145100","R0146100","R0149800","R0149900","R0173600","R0214700","R0214800","R0216400","R0216601","R0217900","R0217910","T0857100","T2015100","T2998600","T3942500","T4876800","T5593000"
8189,19,1,-4,8,17,7,7,3,5,1,-4,1,0,-4,-4,-4,14,1,2,4,1,20000,0,-5,-5,-5,-5,-5,-5
8190,20,2,0,10,17,7,7,4,1,3,1,2,0,-4,-4,-4,11,1,1,4,1,12000,0,-4,-4,-5,-5,-5,-5
8191,19,1,-4,2,1,2,2,2,5,2,-4,2,0,-4,-4,-4,10,2,1,4,4,3200,1,-4,-4,-4,-4,-4,-4
8192,20,2,1,2,1,2,2,2,5,0,-4,2,0,-4,-4,-4,13,2,2,3,4,2250,1,-5,-5,-5,-5,-5,0
8193,19,1,0,4,18,7,7,1,5,3,1,2,-4,3,-4,-4,14,1,2,4,4,4500,0,3,3,-5,3,3,3
8194,22,3,-4,3,17,7,7,5,1,2,1,7,0,-4,-4,-4,14,1,2,4,1,-3,-3,3,3,3,3,3,3
8195,18,1,-4,12,18,7,7,4,1,4,-4,4,0,-4,-4,-4,14,1,2,4,1,6000,0,-5,-5,-5,-5,-5,-5
8196,21,1,0,11,28,1,1,1,5,2,1,2,0,-4,-4,-4,12,3,2,4,1,500,1,-5,-5,-5,-5,-5,-5
8197,21,1,-4,7,9,7,7,3,1,2,1,2,0,-4,-4,-4,11,1,1,4,1,13000,0,-4,-4,-4,-4,-4,-4
8198,17,2,-4,8,17,7,7,6,5,3,-4,3,0,-4,1,2,14,1,2,4,1,11000,0,5,5,5,5,5,5
8199,19,1,-4,2,21,7,0,1,5,2,-4,10,0,-4,-4,-4,11,1,1,4,1,12000,0,-5,-5,-5,-5,-5,-5
8200,19,1,-4,4,20,7,7,3,5,3,-4,3,0,-4,-4,-4,11,1,1,4,2,7200,1,-4,-4,-5,-4,-4,-4
8201,16,1,-4,4,20,7,7,3,5,3,-4,0,0,-4,-4,-4,11,1,1,4,2,7200,1,-4,-4,-4,-4,-4,-4
8202,18,2,0,7,17,7,7,4,1,2,1,1,0,-4,-4,-4,14,1,2,4,1,-3,-3,-5,-5,4,4,4,4
8203,21,1,1,2,18,7,0,1,1,2,-4,2,0,-4,-4,-4,11,1,1,4,4,15500,0,-4,-5,-5,-5,-5,-5
8204,20,3,-4,8,17,7,7,3,5,4,-4,4,0,-4,-4,-4,11,1,1,4,1,6500,0,-5,-5,-5,-5,-5,-5
8205,19,3,1,16,17,7,7,4,5,2,-4,2,0,-4,-4,-4,11,1,1,4,1,-2,-3,-5,-5,-5,-5,-5,-5
8206,20,1,-4,5,17,1,1,6,1,4,-4,4,0,-4,-4,-4,11,1,1,4,4,8000,0,-4,-4,-4,-5,-5,-4
8207,21,1,-4,3,17,7,7,3,3,4,-4,4,0,-4,-4,-4,11,1,1,4,1,11000,0,-4,-4,-4,-4,-5,-5
8208,15,1,-4,0,1,9,9,5,5,3,-4,4,0,-4,3,3,13,2,2,4,2,8000,0,1,1,-5,1,1,-5
8209,20,1,-4,3,1,2,2,4,5,1,-4,2,0,-4,-4,-4,10,2,1,4,4,1100,1,-4,-4,-4,-4,-4,-4
8210,18,1,-4,3,1,2,1,5,5,2,2,0,0,-4,-4,-4,13,2,2,4,1,-2,-3,5,5,5,-5,-5,-5
8211,19,1,-4,8,17,7,7,2,5,2,-4,2,0,-4,-4,-4,11,1,1,4,1,20000,0,-5,-5,-4,-4,-4,-4
8212,21,1,-4,9,1,7,7,2,5,2,-4,2,0,-4,-4,-4,13,2,2,4,3,13000,0,-5,2,-5,-5,2,2
8213,16,1,-4,0,4,7,7,2,5,4,-4,4,0,-4,2,4,14,1,2,4,2,4500,0,2,2,2,2,2,2
8214,17,1,-4,4,18,7,7,5,5,2,-4,2,0,-4,3,-4,11,1,1,4,2,5500,1,-4,-4,-4,-4,-4,-4
8215,15,1,-4,5,17,7,7,5,5,4,-4,2,0,-4,2,3,14,1,2,4,2,7800,1,-5,-5,1,1,1,-5
8216,18,1,-4,5,17,7,7,5,5,4,-4,4,0,-4,-4,-4,11,1,1,4,2,7800,1,-4,-4,-4,-4,-4,-5
8217,19,1,-3,1,18,7,7,4,5,2,1,1,0,-4,-4,-4,14,1,2,4,3,5000,0,2,2,2,2,2,2
8218,16,1,-4,2,3,7,7,6,5,2,-4,2,0,-4,4,4,14,1,2,4,2,31500,0,0,0,0,0,0,0
8219,15,1,-4,2,3,7,7,5,5,3,-4,3,0,-4,2,-4,11,1,1,4,2,31500,0,-4,-4,-4,-4,-4,-4
8220,18,1,1,4,28,7,7,2,5,4,-4,4,0,-4,-4,-4,12,3,2,-4,2,-3,-3,-5,-5,-5,-5,-5,-5
8221,19,1,1,7,5,5,5,2,5,3,-4,3,0,-4,-4,-4,12,3,2,4,4,-3,-3,-5,-5,-5,-5,-5,-5
8222,20,1,1,7,3,7,7,2,5,3,-4,3,0,-4,-4,-4,12,3,2,4,1,4000,0,-5,-5,-5,-5,-5,-5
8223,21,1,1,3,6,4,4,4,5,2,-4,2,0,-4,-4,-4,9,3,1,4,4,17075,0,-5,-5,-5,-5,-5,-5
8224,21,1,1,1,1,9,9,6,5,2,-4,2,0,-4,-4,-4,10,2,1,4,4,10000,0,-4,-4,-4,-4,-5,-5
8225,18,1,-4,1,21,7,7,1,5,2,-4,2,0,-4,-4,-4,11,1,1,4,1,24000,0,-5,-5,-5,-5,-5,-5
8226,19,1,-4,3,3,7,7,2,5,0,-4,0,0,-4,-4,-4,14,1,2,4,3,25000,0,3,3,3,3,3,3
8227,17,1,-4,3,17,7,7,3,5,0,-4,0,0,-4,4,4,14,1,2,4,2,25000,0,1,1,1,1,1,-5
8228,15,1,-4,3,6,7,7,3,5,2,-4,2,0,-4,1,-4,11,1,1,4,2,25000,0,-4,-4,-4,-4,-4,-4
8229,14,1,-4,3,17,1,1,2,5,4,-4,4,0,-4,1,-4,11,1,1,4,2,25000,0,-4,-4,-4,-4,-4,-4
8230,21,2,0,7,17,7,7,5,5,2,-4,2,0,-4,-4,-4,11,1,1,4,1,5000,0,-5,-5,-5,-5,-5,-5
8231,18,2,0,7,17,7,7,5,5,6,-4,6,0,-4,-4,-4,11,1,1,4,1,4000,1,-5,-5,-5,-5,-5,-5
8232,19,3,0,8,17,7,7,2,5,5,-4,5,0,-4,-4,-4,11,1,1,4,1,-3,-3,-4,-4,-4,-4,-4,-4
8233,14,1,-4,2,20,7,7,3,5,2,-4,2,0,-4,1,-4,11,1,1,4,2,9000,0,-4,-4,-4,-5,-4,-4
8234,16,1,-4,2,28,0,0,1,5,10,-4,10,0,-4,4,-4,9,3,1,4,1,3600,1,-5,-5,-5,-5,-5,-5
8235,21,1,-4,5,18,7,7,5,5,2,-4,2,0,-4,-4,-4,14,1,2,4,3,25000,0,4,4,4,4,4,4
8236,19,1,1,5,18,7,7,4,5,3,-4,3,0,-4,-4,-4,11,1,1,-4,3,30000,0,-4,-4,-4,-4,-4,-4
8237,18,1,1,5,18,7,7,5,5,4,-4,2,0,-4,-4,-4,14,1,2,4,3,30000,0,3,3,3,3,3,3
8238,17,1,-4,3,19,7,7,2,5,3,-4,3,0,-4,2,-4,11,1,1,4,2,-2,-3,-4,-4,-4,-4,-4,-4
8239,16,1,-4,2,1,2,2,4,5,0,-4,2,0,-4,3,-4,10,2,1,4,2,11000,0,-4,-4,-4,-4,-4,-4
8240,15,1,-4,3,1,9,9,6,5,4,-4,3,0,-4,2,-4,10,2,1,4,2,8000,0,-4,-4,-4,-4,-4,-4
8241,16,1,-4,5,1,9,0,6,5,3,-4,3,0,-4,3,-4,10,2,1,4,2,8000,0,-5,-5,-5,-5,-5,-5
8242,19,1,1,2,12,7,1,2,1,2,1,1,0,-4,-4,-4,9,3,1,4,4,9680,0,-5,-5,-5,-5,-5,-5
8243,17,1,1,3,21,7,7,3,1,2,1,1,0,-4,3,1,14,1,2,4,4,8700,0,2,2,2,2,2,2
8244,16,1,-4,0,1,9,9,6,5,2,-4,2,0,-4,-2,-4,10,2,1,4,2,8000,0,-4,-4,-4,-4,-5,-4
8245,19,1,-3,9,1,2,2,6,5,4,-4,4,0,-4,-4,-4,10,2,1,4,1,-2,-3,-4,-4,-4,-4,-4,-4
8246,15,1,-4,9,1,2,2,4,5,3,-4,4,0,-4,3,-4,10,2,1,4,2,-2,-3,-4,-4,-4,-5,-4,-5
8247,14,1,-4,9,1,2,2,3,5,2,-4,8,0,-4,2,-4,10,2,1,4,2,-2,-3,-4,-4,-4,-4,-4,-4
8248,20,1,-4,1,1,7,0,1,5,1,-4,1,0,-4,-4,-4,10,2,1,4,1,8000,0,-5,-5,-5,-5,-5,-5
8249,19,2,-4,3,1,7,7,6,5,2,-4,2,0,-4,-4,-4,10,2,1,4,3,10000,0,-5,-4,-4,-4,-4,-4
8250,20,1,-4,3,1,2,2,5,5,5,-4,5,0,-4,-4,-4,10,2,1,4,4,-2,-3,-4,-4,-4,-4,-4,-4
8251,18,1,-3,-3,1,2,2,3,5,4,-4,4,0,-4,-4,-4,13,2,2,4,3,8000,0,0,0,0,0,0,0
8252,15,1,-4,4,1,2,2,5,5,6,-4,6,0,-4,-4,-4,10,2,1,4,2,5000,1,-5,-5,-5,-5,-5,-5
8253,19,1,-4,7,1,0,0,1,5,2,-3,1,0,-4,-4,-4,10,2,1,4,3,8400,1,-4,-4,-4,-4,-4,-4
8254,17,1,-4,6,1,1,0,1,5,4,1,2,0,-4,1,1,13,2,2,4,2,7000,1,1,1,1,1,1,1
8255,16,1,-4,7,1,0,0,1,5,3,-4,3,0,-4,-4,-4,10,2,1,4,2,8400,1,-4,-4,-4,-4,-4,-4
8256,15,1,-4,6,1,1,1,2,5,14,-4,14,0,-4,-4,-4,10,2,1,4,2,8000,1,-4,-4,-4,-4,-4,-4
8257,20,1,-4,6,18,7,7,2,1,5,1,2,0,-4,-4,-4,14,1,2,4,4,20600,0,3,3,3,3,3,3
8258,21,3,-4,9,17,7,7,2,1,2,1,1,0,-4,-4,-4,11,1,1,4,1,-3,-3,-5,-5,-5,-5,-5,-5
8259,18,1,0,9,17,7,7,2,1,2,1,1,0,-4,-4,-4,14,1,2,4,1,9600,0,3,3,3,3,3,3
8260,19,1,1,5,18,7,7,4,5,3,1,2,0,-4,-4,-4,14,1,2,4,1,7536,0,-5,-5,4,-5,4,4
8261,18,1,0,2,18,7,7,1,1,2,2,0,0,-4,-4,-4,14,1,2,4,-3,-3,-3,7,7,7,7,7,7
8262,16,1,-4,1,3,7,7,5,5,2,-4,2,0,-4,3,3,14,1,2,4,2,35000,0,3,3,3,3,3,3
8263,15,1,-4,2,18,7,7,4,5,3,-4,3,0,-4,3,-4,11,1,1,4,2,12300,0,-4,-4,-4,-4,-4,-4
8264,20,1,1,5,17,7,7,2,1,2,-4,2,-4,4,-4,-4,14,1,2,4,1,-2,-3,4,4,4,4,4,4
8265,21,1,-4,3,17,2,2,4,5,3,-4,3,0,-4,-4,-4,14,1,2,4,4,18000,0,5,5,5,5,5,5
8266,17,1,-4,3,17,1,2,3,5,1,-4,1,0,-4,2,3,14,1,2,4,2,18000,0,0,0,0,0,0,0
8267,22,1,0,12,17,7,7,5,5,3,2,1,1,2,-4,-4,11,1,1,4,1,12000,0,-4,-4,-4,-4,-4,-4
8268,15,1,-4,7,17,7,7,5,5,2,-4,2,0,-4,3,-4,11,1,1,4,2,-2,-3,-4,-4,-4,-4,-4,-4
8269,17,1,-4,2,18,7,7,5,5,2,-4,2,0,-4,1,4,14,1,2,4,2,3020,1,6,6,6,6,6,6
8270,16,1,-4,2,18,7,7,5,5,3,-4,3,0,-4,2,-4,11,1,1,4,2,-2,-3,-4,-4,-4,-4,-5,-4
8271,22,1,1,7,18,7,7,5,1,2,-4,2,1,4,-4,-4,14,1,2,4,4,1400,1,1,1,1,1,1,1
8272,19,1,-3,3,18,7,7,2,1,3,1,1,0,-4,-4,-4,11,1,1,4,1,8000,0,-4,-4,-4,-4,-4,-4
8273,20,1,-4,2,18,7,7,3,1,2,1,1,0,-4,-4,-4,14,1,2,4,4,8000,0,5,5,5,5,5,5
8274,18,3,1,9,17,7,7,4,5,3,-4,3,0,-4,-4,-4,11,1,1,4,4,4020,1,-4,-4,-4,-4,-4,-4
8275,20,1,1,4,18,7,7,5,1,2,1,2,0,-4,-4,-4,11,1,1,4,1,8000,0,-4,-4,-4,-4,-4,-4
8276,21,1,-4,7,18,7,7,5,1,2,1,1,0,-4,-4,-4,14,1,2,4,4,8000,0,2,2,2,2,2,2
8277,21,1,-3,7,17,7,7,3,5,0,-4,2,0,-4,-4,-4,11,1,1,4,4,-3,-3,-5,-5,-5,-5,-5,-5
8278,15,1,-4,3,17,0,1,5,5,2,-4,2,0,-4,4,-4,11,1,1,4,2,-2,-3,-4,-4,-5,-5,-4,-4
8279,21,2,1,8,18,7,1,1,1,1,-4,1,0,-4,-4,-4,14,1,2,4,4,5356,0,2,2,2,2,2,2
8280,20,-3,0,3,20,9,0,1,5,2,-4,2,0,-4,-4,-4,11,1,1,4,1,4000,0,-5,-5,-5,-5,-5,-5
8281,21,1,1,5,17,7,0,1,5,2,-4,2,0,-4,-4,-4,11,1,1,4,3,3000,1,-5,-5,-5,-5,-5,-5
8282,20,1,0,2,18,7,7,2,1,2,1,1,0,-4,-4,-4,11,1,1,4,1,-2,-3,-4,-4,-4,-4,-4,-4
8283,20,1,-4,2,18,7,7,4,1,4,1,3,0,-4,-4,-4,14,1,2,4,1,-3,-3,-5,-5,-5,-5,-5,-5
8284,20,1,0,8,17,7,7,6,4,0,-3,0,0,-4,-4,-4,14,1,2,4,1,6900,1,-5,-5,-5,-5,-5,-5
8285,20,1,0,8,20,7,7,2,5,2,-4,2,0,-4,-4,-4,11,1,1,3,4,7000,0,-5,-5,-5,-5,-5,-5
8286,22,1,0,6,18,7,7,2,1,6,2,4,0,-4,-4,-4,14,1,2,4,4,22150,0,4,4,4,4,4,4
8287,21,1,0,4,18,7,7,5,5,2,2,0,0,-4,-4,-4,14,1,2,4,1,5016,1,3,3,3,3,3,3
8288,16,1,-4,2,1,2,0,2,5,1,-4,1,0,-4,3,-4,10,2,1,4,2,4800,1,-5,-5,-5,-5,-5,-5
8289,16,1,-4,0,1,2,-3,5,5,3,-4,3,0,-4,1,1,13,2,2,4,2,3444,1,6,6,6,6,6,6
8290,18,1,-4,4,17,7,7,5,5,0,-4,3,0,-4,-4,-4,11,1,1,4,4,3000,1,-4,-4,-4,-4,-4,-4
8291,17,1,-4,4,17,7,7,6,5,3,-4,3,0,-4,1,-4,11,1,1,4,2,3000,1,-4,-4,-4,-4,-4,-4
8292,20,1,-4,4,17,7,7,5,5,2,-4,2,0,-4,-4,-4,11,1,1,4,1,10000,0,-4,-4,-4,-4,-4,-4
8293,14,1,-4,6,1,2,2,4,5,3,-4,3,0,-4,3,-4,10,2,1,4,2,-3,-3,-4,-4,-4,-4,-4,-4
8294,14,1,-4,1,17,7,7,5,5,3,-4,3,0,-4,2,3,14,1,2,4,2,-3,-3,3,3,3,3,3,3
8295,14,1,-4,5,18,7,7,5,5,3,-4,3,0,-4,1,-4,11,1,1,4,2,-3,-3,-4,-4,-4,-4,-4,-4
8296,15,1,-4,5,18,7,7,5,5,1,-4,1,0,-4,2,-2,14,1,2,4,2,-2,-3,6,6,6,6,6,6
8297,20,1,-4,3,18,7,7,4,5,2,1,1,0,-4,-4,-4,11,1,1,4,1,-2,-3,-4,-4,-4,-4,-4,-4
8298,22,1,0,5,17,7,7,4,1,2,1,1,0,-4,-4,-4,14,1,2,4,1,-3,-3,4,4,4,4,4,4
8299,19,1,-4,1,18,7,7,3,5,2,-4,2,0,-4,-4,-4,14,1,2,4,3,-1,-3,0,0,0,0,0,0
8300,17,1,-4,1,18,7,7,5,5,3,-4,-2,0,-4,1,-4,11,1,1,4,3,-1,-3,-4,-4,-4,-4,-4,-4
8301,16,1,-4,2,18,7,7,3,5,5,-4,3,0,-4,2,-4,11,1,1,4,2,28000,0,-4,-4,-4,-4,-4,-4
8302,17,1,-4,10,18,7,7,3,5,4,-4,4,0,-4,2,-4,11,1,1,3,2,9000,1,-4,-4,-4,-4,-4,-4
8303,16,1,-4,10,18,7,7,5,5,2,-4,2,0,-4,2,2,14,1,2,3,2,9000,1,0,-5,-5,0,0,0
8304,19,1,-4,3,18,7,7,5,5,3,-4,3,0,-4,-4,-4,11,1,1,4,4,11000,0,-4,-4,-4,-4,-4,-4
8305,18,2,0,4,18,7,7,6,1,4,-4,4,0,-4,-4,-4,14,1,2,4,1,3700,1,9,9,9,9,9,9
8306,17,1,-4,6,17,7,7,5,5,4,-4,4,0,-4,2,3,14,1,2,-4,1,11000,1,-5,-5,-5,-5,-5,-5
8307,16,1,-4,6,17,7,7,5,5,3,-4,3,0,-4,2,-4,11,1,1,4,1,11000,1,-4,-4,-4,-4,-5,-4
8308,14,2,-4,4,3,4,9,2,5,2,-4,2,0,-4,3,4,12,3,2,4,2,8040,1,-5,-5,-5,-5,-5,-5
8309,17,1,1,4,18,7,7,2,5,4,1,3,1,4,2,2,14,1,2,4,1,420,1,8,8,8,8,8,8
8310,20,1,1,3,9,1,0,1,5,2,-4,2,0,-4,-4,-4,12,3,2,4,1,630,1,-5,-5,-5,-5,-5,-5
8311,20,1,0,3,9,5,4,6,5,2,-4,2,0,-4,-4,-4,12,3,2,4,4,6200,0,-5,-5,-5,-5,-5,-5
8312,20,1,1,2,9,9,9,3,1,3,3,0,0,-4,-4,-4,12,3,2,4,4,-3,-3,-5,-5,-5,-5,-5,-5
8313,21,1,0,3,3,1,7,2,4,4,1,0,0,-4,-4,-4,12,3,2,4,1,-3,-3,-5,-5,-5,-5,-5,-5
8314,17,1,-4,4,18,7,7,2,5,2,-4,2,0,-4,2,-4,11,1,1,4,2,10000,0,-4,-4,-4,-4,-4,-4
8315,16,1,-4,4,18,7,7,2,5,2,-4,2,0,-4,2,4,14,1,2,4,2,10000,0,1,1,1,1,1,1
8316,16,2,-4,7,18,7,7,3,5,2,-4,2,0,-4,3,-4,11,1,1,4,2,2000,1,-4,-4,-4,-4,-4,-4
8317,15,2,-4,7,18,7,7,5,5,4,-4,4,0,-4,2,3,14,1,2,4,2,2000,1,2,2,2,2,2,2
8318,18,2,-4,8,18,7,7,5,5,2,-4,2,1,-4,-4,-4,11,1,1,4,2,31440,0,-5,-5,-5,-5,-5,-5
8319,18,2,-4,8,18,7,7,6,5,3,-4,5,0,-4,-4,-4,14,1,2,4,2,31440,0,2,2,2,2,2,2
8320,15,2,-4,7,18,7,7,5,5,2,-4,2,0,-4,3,-4,11,1,1,4,2,31440,0,-4,-4,-4,-4,-4,-4
8321,14,2,-4,8,18,7,7,5,5,3,-4,3,0,-4,2,-3,11,1,1,4,2,31440,0,-4,-4,-4,-4,-4,-4
8322,20,2,-4,8,18,7,7,3,5,1,-4,1,0,-4,-4,-4,11,1,1,4,1,31440,0,-4,-4,-4,-4,-4,-4
8323,17,1,-4,2,16,7,7,2,5,3,-4,3,0,-4,2,-4,11,1,1,4,2,75001,0,-4,-4,-4,-4,-4,-4
8324,20,1,1,8,3,1,1,1,4,3,1,2,0,-4,-4,-4,12,3,2,4,1,4235,0,-5,-5,-5,-5,-5,-5
8325,19,1,-4,2,9,2,2,1,5,2,-4,2,0,-4,-4,-4,12,3,2,4,2,38220,0,-5,-5,-5,-5,-5,-5
8326,19,3,0,10,5,7,7,5,5,3,-4,3,0,-4,-4,-4,9,3,1,4,2,1576,1,-5,-5,-5,-5,-5,-5
8327,21,1,1,2,16,7,7,2,1,2,3,0,0,-4,-4,-4,11,1,1,4,4,6000,1,-4,-4,-4,-4,-4,-4
8328,17,1,-4,7,18,7,7,4,5,1,-4,3,0,-4,3,-4,11,1,1,4,2,4000,1,-4,-4,-4,-4,-4,-4
8329,16,1,-4,7,18,7,7,5,5,3,-4,4,0,-4,1,3,14,1,2,4,2,4000,1,3,3,3,3,3,3
8330,15,1,-4,5,29,7,7,5,5,2,-4,5,0,-4,3,2,14,1,2,4,2,4000,1,2,2,2,2,2,2
8331,15,1,-4,7,18,7,7,4,5,1,-4,5,0,-4,1,-4,11,1,1,4,2,4000,1,-4,-4,-4,-4,-4,-4
8332,21,1,1,9,17,7,7,1,1,4,3,1,0,-4,-4,-4,14,1,2,4,1,3800,1,-5,-5,-5,-5,-5,-5
8333,15,3,-4,4,3,9,0,1,5,3,-4,3,0,-4,2,-4,11,1,1,4,2,8700,0,-4,-4,-4,-4,-4,-4
8334,15,3,-4,8,17,7,7,3,5,2,-4,2,0,-4,2,3,14,1,2,4,2,6005,1,2,2,2,2,2,2
8335,19,1,1,4,3,2,0,1,5,2,-4,3,0,-4,-4,-4,12,3,2,4,4,3300,0,-5,-5,-5,-5,-5,-5
8336,20,2,-4,2,9,7,7,2,5,2,-4,3,0,-4,-4,-4,14,1,2,4,3,18000,0,-5,-5,-5,-5,-5,-5
8337,16,2,-4,2,9,7,7,5,5,0,-4,1,0,-4,2,4,14,1,2,4,2,18000,0,2,2,2,2,2,2
8338,20,3,1,3,3,6,6,4,5,0,-4,0,0,-4,-4,-4,12,3,2,4,4,7020,0,-5,-5,-5,-5,-5,-5
8339,15,1,-4,2,17,7,7,4,5,2,-4,2,0,-4,1,-4,11,1,1,4,2,18000,0,-4,-4,-4,-4,-5,-4
8340,21,1,-4,3,17,7,7,2,1,3,2,1,0,-4,-4,-4,14,1,2,4,1,-2,-3,2,2,2,2,2,2
8341,18,1,-4,2,18,7,7,3,5,0,-4,0,0,-4,-4,-4,11,1,1,4,2,26000,0,-4,-4,-5,-5,-5,-5
8342,17,1,-4,2,17,7,7,5,5,3,-4,3,0,-4,2,-4,11,1,1,4,2,-2,-3,-4,-4,-4,-4,-4,-4
8343,15,1,-4,2,17,7,7,6,5,2,-4,2,0,-4,2,3,14,1,2,4,2,-2,-3,5,5,5,5,5,5
8344,22,2,-4,6,1,9,9,5,5,3,1,3,0,-4,-4,-4,10,2,1,4,4,11800,0,-4,-4,-4,-4,-4,-4
8345,15,1,-4,2,18,7,7,5,5,1,-4,1,0,-4,1,3,14,1,2,4,2,15000,0,2,2,2,2,2,2
8346,14,1,-4,2,18,7,7,5,5,2,-4,2,0,-4,3,3,14,1,2,4,2,15000,0,2,2,2,2,2,2
8347,21,1,-4,5,0,7,7,3,5,-2,-4,2,0,-4,-4,-4,11,1,1,4,4,6000,1,-5,-5,-5,-5,-5,-5
8348,15,1,-4,5,18,7,7,2,5,3,-4,4,0,-4,-2,-4,11,1,1,4,2,5796,1,-4,-4,-4,-4,-5,-5
8349,20,2,-4,4,18,7,7,5,1,2,1,1,0,-4,-4,-4,14,1,2,4,1,-3,-3,4,4,4,4,4,4
8350,20,1,-4,5,18,7,0,1,5,2,-4,2,0,-4,-4,-4,14,1,2,4,4,4000,1,-5,-5,-5,-5,-5,-5
8351,17,1,-4,7,17,7,7,5,5,3,-4,3,0,-4,2,2,14,1,2,4,2,6000,1,3,3,3,3,3,3
8352,15,1,-4,7,18,7,7,5,5,5,-4,5,0,-4,1,1,14,1,2,4,2,6000,1,3,3,3,3,3,3
8353,18,1,-4,4,17,1,1,3,5,4,-4,4,0,-4,-4,-4,14,1,2,4,1,-2,-3,4,4,4,4,4,4
8354,21,2,-4,6,1,9,9,1,5,2,-4,2,0,-4,-4,-4,13,2,2,4,4,-2,-3,2,2,2,2,2,2
8355,17,2,-4,9,18,7,7,1,5,4,-4,4,0,-4,2,-4,11,1,1,4,2,-2,-3,-4,-5,-5,-5,-4,-5
8356,17,1,-4,8,18,7,7,5,5,3,-4,4,1,1,2,-4,11,1,1,-4,2,15000,0,-4,-4,-4,-4,-4,-4
8357,14,1,-4,8,18,7,7,5,5,4,-4,4,0,-4,2,2,14,1,2,4,2,15000,0,4,4,4,4,4,4
8358,18,1,-3,10,17,7,7,2,5,3,-4,3,0,-4,-4,-4,11,1,1,4,1,11000,1,-4,-4,-5,-5,-5,-5
8359,16,1,-4,8,17,7,7,4,5,3,-4,3,0,-4,2,2,14,1,2,4,2,11000,1,5,5,5,5,5,5
8360,15,1,-4,4,18,7,7,5,5,3,-4,3,0,-4,1,-4,11,1,1,4,2,10000,0,-5,-4,-4,-4,-4,-4
8361,20,1,-3,3,18,7,7,1,5,2,-4,2,0,-4,-4,-4,11,1,1,4,3,8000,0,-4,-4,-4,-4,-4,-4
8362,18,3,0,2,3,6,6,5,5,2,-4,3,0,-4,-4,-4,12,3,2,4,4,5650,0,-5,-5,-5,-5,-5,-5
8363,19,2,1,0,3,0,0,2,5,2,-4,2,0,-4,-4,-4,12,3,2,4,4,6100,0,-5,-5,-5,-5,-5,-5
8364,19,1,-4,7,18,7,7,3,5,2,-4,2,0,-4,-4,-4,11,1,1,4,1,4000,1,-4,-4,-4,-4,-4,-4
8365,16,1,-4,3,5,2,2,5,5,3,-4,3,0,-4,2,-4,9,3,1,4,2,4092,1,-5,-5,-5,-5,-5,-5
8366,14,1,-4,3,5,2,2,5,5,2,-4,2,-4,3,2,3,12,3,2,4,2,4092,1,-5,-5,-5,-5,-5,-5
8367,17,2,-4,2,18,0,9,5,5,3,-4,3,0,-4,1,3,14,1,2,4,2,-2,-3,-5,-5,1,1,-5,1
8368,19,1,-4,2,18,7,0,2,5,2,-4,2,0,-4,-4,-4,11,1,1,4,4,-3,-3,-5,-5,-5,-5,-5,-5
8369,19,1,-4,1,3,3,3,1,5,2,-4,2,0,-4,-4,-4,9,3,1,3,4,35000,0,-5,-5,-5,-5,-5,-5
8370,20,1,-4,8,11,2,2,2,5,3,-4,3,0,-4,-4,-4,9,3,1,4,4,12784,0,-5,-5,-5,-5,-5,-5
8371,20,3,1,3,11,0,0,2,1,2,1,1,0,-4,-4,-4,12,3,2,4,4,10940,0,-5,-5,-5,-5,-5,-5
8372,15,2,-4,2,3,0,0,1,5,1,-4,1,0,-4,2,3,12,3,2,4,2,21000,0,-5,-5,-5,-5,-5,-5
8373,20,2,1,3,6,2,2,2,5,4,1,3,0,-4,-4,-4,12,3,2,4,1,-3,-3,-5,-5,-5,-5,-5,-5
8374,16,1,-4,5,18,7,7,3,5,3,-4,3,1,3,3,3,14,1,2,4,2,8800,0,2,2,2,2,2,2
8375,22,3,1,4,16,7,7,2,5,3,-4,3,0,-4,-4,-4,14,1,2,4,4,-3,-3,4,4,4,4,4,4
8376,19,3,-4,4,16,7,7,4,5,3,-4,3,0,-4,-4,-4,14,1,2,4,1,12200,0,5,5,5,5,5,5
8377,18,3,-4,4,16,7,7,4,5,1,-4,1,0,-4,-4,-4,14,1,2,4,2,12200,0,2,2,2,2,2,2
8378,14,3,-4,4,18,7,7,5,5,3,-4,3,0,-4,1,-4,11,1,1,4,2,12200,0,-4,-4,-4,-4,-4,-5
8379,17,3,-4,7,17,7,7,5,5,4,-4,2,0,-4,-2,-4,11,1,1,4,2,15000,0,-4,-4,-4,-4,-4,-5
8380,15,2,-4,7,17,7,7,6,5,2,-4,2,0,-4,3,-4,11,1,1,4,2,15000,0,-4,-4,-4,-4,-4,-4
8381,17,1,-4,1,5,7,7,5,5,2,-4,2,0,-4,2,-4,11,1,1,4,2,35000,0,-4,-4,-4,-4,-4,-4
8382,15,1,-4,3,18,7,7,4,5,3,-4,3,0,-4,2,-4,11,1,1,4,2,-1,-3,-4,-4,-4,-4,-4,-4
8383,18,1,-4,2,17,9,9,2,5,2,-4,2,0,-4,-4,-4,14,1,2,4,2,7500,0,2,2,2,2,2,2
8384,17,1,-4,2,1,9,9,3,5,1,-4,2,1,3,2,-4,10,2,1,4,2,11000,0,-4,-5,-4,-4,-4,-4
8385,18,1,-4,2,1,9,9,1,5,0,-4,0,0,-4,-4,-4,13,2,2,4,1,11000,0,0,0,0,0,0,0
